referenced_tweets,possibly_sensitive,author_id,reply_settings,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.impression_count,geo.place_id,withheld.copyright,withheld.country_codes
,False,36872340,everyone,you have issues withdrawing from this platform. #swiftforex #JULYSIL #AAX #fastbitra #cwbbit #TRADETID #ICERKET #ENCRYNAT #MUCION MESSAGE ME NOW FOR HELP! https://t.co/ipmHQQyI9Q,0,0,0,0,0,,,
[<ReferencedTweet id=1613953627281920026 type=quoted],False,1422967813031878663,everyone,"Babe, follow for follow ? If yes Follow me I'll follow you back 🤗💕 https://t.co/uw5VVOMPVc",0,0,0,0,0,,,
,False,59748977,everyone,Just letting all our @cc_churches in the North West of England that our friend @LouFellingham is in concert in Preston on Friday 20th Jan  - tickets are still available… https://t.co/mE6RRCD740,0,0,0,0,0,,,
[<ReferencedTweet id=1613952537169911810 type=replied_to],False,1591843773943894025,everyone,@Nothennyfr How big is that ear though https://t.co/WCA5lfNrbX,0,0,0,0,0,,,
[<ReferencedTweet id=1613951853762600960 type=quoted],False,49809572,everyone,Staley might want to leave off he played best player in a meaningless game and cost team a chance to get to superbowl on his resume when he is job searching next month https://t.co/vGhVYYUAnQ,0,0,0,0,0,,,
[<ReferencedTweet id=1613953508931211264 type=quoted],False,1604130071476047873,everyone,"In art as in love, instinct is. https://t.co/jKmdMYlXDo",0,0,0,0,0,,,
,False,1612169627630444548,everyone,Same old Bobby same old Beat https://t.co/HPGqhLjPtE,0,0,0,0,3,,,
,False,1602420401874866178,everyone,"Can you die in this severe world?
#gamer #AD

Paper Needs Inspiration! PC Game on Steam
Play the Demo and Wishlist:
https://t.co/Wz9vukEel8 https://t.co/RKuXs9YT6b",0,0,0,0,0,,,
"[<ReferencedTweet id=1613760455377408000 type=quoted, <ReferencedTweet id=1613631737665556480 type=replied_to]",False,296798969,everyone,@thesherylralph Mhmmm I think there’s more to it… https://t.co/d5rjyVsJiA,0,0,0,0,0,,,
,False,403343655,everyone,"""Easy, Festive Dishes for Chinese New Year at Home"" by Genevieve Ko | NYT #Food https://t.co/CrEeAcom2L https://t.co/R5zdhW45m3",0,0,0,0,0,,,
,False,1605893715876532224,everyone,"Do you like my pokemon? 🥺💕 
#北京丝足 #北京资源 #北京 https://t.co/ClNLpE0Jl7",0,0,0,0,0,,,
,False,1565762395221676032,everyone,Play? #金华 https://t.co/63a6jiahmL,0,0,0,0,0,,,
[<ReferencedTweet id=1613613079555710976 type=quoted],False,2852652593,everyone,Boris Johnson. https://t.co/xU4Wdzj9XI,0,0,0,0,0,,,
,False,1596104088915148801,everyone,#开云体育 #世界杯  𝐛𝐨𝐨𝐭𝐬 𝐭𝐨 𝐭𝐡𝐞 𝐜𝐨𝐛𝐛𝐥𝐞𝐫; 𝐚𝐧𝐝 𝐢𝐧 𝐬𝐮𝐦𝐦𝐞𝐫 𝐡𝐞 𝐰𝐚𝐬 𝐨𝐧𝐥𝐲 𝐨𝐧𝐞 𝐨𝐟 𝐡𝐮𝐧𝐝𝐫𝐞𝐝𝐬  https://t.co/3S6pfJcSyL,0,0,0,0,0,,,
,False,905366149327724544,everyone,💕💕Abraham Finger  #杭州  #杭州丝足  #杭州SPA  https://t.co/qcTQrOqejc,0,0,0,0,0,,,
[<ReferencedTweet id=1613953297928392729 type=quoted],False,1211913971113971712,everyone,"Pledis wake up, tweet this moment👏🏻🥳🔥

@pledis_17 #SEVENTEEN #세븐틴 https://t.co/lR7O465Q5V",0,0,0,0,0,,,
[<ReferencedTweet id=1613951204375105552 type=quoted],False,1613807761745223680,following,Free mint is Live @instanoodlesoup @talnutri @ZipporahLee6 @drtanen @wossapss @JoanLung1 @MangoNectarNFT @OfficialCripToe @RyanCaron @HARSHSHROFF @8f9_nfts @CHATdeG https://t.co/k5gvpUhUrp,0,0,0,0,0,,,
,False,3366299129,everyone,"It's #FridayThe13th! We had a great week with the release of Cult Movie Trailer A-Go-Go V: The Final Chapter &amp; we recorded our first in studio #episode of 2023!

#Horror #Scifi #Onsale #Podcast #Grindhouse #Weird #comedy 

https://t.co/C1tGTT9Gn8 https://t.co/oFVY2afBx1",0,0,0,0,0,,,
[<ReferencedTweet id=1613952977915580444 type=quoted],False,1229887970091700225,everyone,this radiates butcher energy https://t.co/8bSeHTAP12,0,0,0,0,0,,,
,False,1041731832969134085,everyone,"Follow @savageandsilk &amp; her beautiful soles❤️
barefeet • cashpig  • findomme • findom • feet • FinD • footworship • footqueen • footfetish • footmodel • feetfetish • goddessfeet • humanatm • moneyslave • payslave • paypig • soles  • solefetish • solelovers https://t.co/dXc5Tq5hqR",0,0,0,0,0,,,
,False,1605891599908864001,everyone,"Do you like my pokemon? 🥺💕 
#广州 #广州资源 https://t.co/mBPUX6lvuJ",0,0,0,0,0,,,
,False,814165768778629120,everyone,"RheaGabrielFeliciaKing   
#福彩 #斗地主 https://t.co/hgRb5ewssb",0,0,0,0,0,,,
,False,1172276867153498113,everyone,"And rounding out the main G.O.T.H team, the green geek himself; Giko! (thank you @/QuiteBluish for bringing this loser to my attention I love him)
Gonna try my best to post more about this AU and possible post more of my writing here too ^v^
#picosschool #fanart #newgrounds https://t.co/R0wfWpY4Tk",0,0,1,0,0,,,
[<ReferencedTweet id=1613928862122901505 type=quoted],False,1516478322661900289,everyone,So much respect https://t.co/xEtwTWAIfI,0,0,0,0,0,,,
,False,2294057106,everyone,"some schoolmasters get along in th
_OUNASS_NOON_PROMO_NON_TOYOU_TO_YOU_OUNAS_COUPON_SIVVI_NAMSHI_CODE_ONAS_DISCOUNT_ONASS_
ought so. It’s https://t.co/0PGpCLgDh7",0,0,0,0,0,,,
,False,1604578973031272450,everyone,Do you like my pokemon? 🥺💕 🌼 139   #上海资源  #上海   https://t.co/qz1PDeYLhF,0,0,0,0,0,,,
,False,38723950,everyone,Happy National Rubber Ducky Day! (say it back) https://t.co/0hd8xxCTON,0,0,0,0,0,,,
[<ReferencedTweet id=1613638658594115584 type=quoted],False,1174047365797490688,everyone,"What's this holding me? I'm not where I supposed to be..
I gotta fight another fight, I gotta fight will all my might
I'm getting out, so check it out
You're in my way yeah you better watch out 
حماسية بشكل لا يوصف https://t.co/Frs3eUqHhg",0,0,0,0,0,,,
[<ReferencedTweet id=1608466798155862016 type=quoted],False,1601987158083969024,everyone,"Check out @Web3camp_io !
Join their community and be active to earn up to $100 prize weekly! 
https://t.co/kNPCB4qlCF

#Quiz2Earn #Airdrop #Web3Camp  https://t.co/u2xAmlNOcH @Aurore @Figueroa @Lannie",0,0,0,0,0,,,
[<ReferencedTweet id=1613866176123215873 type=quoted],False,828954598111080449,everyone,Bbbrrrr for many of us next week ❄️☃️ @AngelaStillwell @OssieAndLuna @Dollythercat @TulipandSweep @AlmaTheCat1 @irishbogcat @lell_sutherland @archie_pen @claraandstorm @TweetsinEpping  @Marytait6 https://t.co/E8Ys1Rx9UI,0,0,0,0,0,,,
,False,19400611,everyone,Strong stock rally in 2023? @KennethLFisher is a believer.  He will tell why there will be a 'Summer of Love.' Tune in to Making Money 2PM https://t.co/pzBmHzXhEb,0,0,1,0,0,,,
,False,1405183022845120517,everyone,Gifted https://t.co/n5Nk8UvMe1,0,0,0,0,0,,,
,False,1095953695,everyone,Rose hips https://t.co/brKqzSjpnK,0,0,0,0,0,,,
[<ReferencedTweet id=1613929941036404737 type=replied_to],False,2599072200,everyone,@ComicLoverMari Fighting the battles (but not because you told me to) https://t.co/XKomtfVNFP,0,0,0,0,0,,,
,False,1201308225448140801,everyone,Foreverlashedbeauty 💕💎 https://t.co/79fuISGtkN,0,0,0,0,0,,,
,False,3021604982,everyone,"1/12-x2` What is wrong may not be wrong at all 
#成都 #东莞 #杭州 https://t.co/Tb4WpZlBbf",0,0,0,0,0,,,
[<ReferencedTweet id=1503176565974216710 type=quoted],False,559038477,everyone,"Monckton's Razor (or Law) of Opposite Consequences.  All of these government, political, ideologically pushed things that seem to be for emotionally GOOD reasons actually have the Opposite Outcome.  They are way worse for the environment than that they have replaced. https://t.co/N0hxtq5LVx",0,0,0,0,1,,,
[<ReferencedTweet id=1613857163574923264 type=quoted],False,1487478160635711503,everyone,Good https://t.co/zsOIywLA7v,0,0,0,0,0,,,
,False,1541581688375058433,everyone,"#推特账号  #广告代发 #推特号 #推特引流 https://t.co/AAXjVECFLe
Tell find create dinner anyone building community.
🤏💯💌😆💘",0,0,0,0,0,,,
,False,990698643102617600,everyone,"Trying something new with my nails, turned out pretty well for a first attempt https://t.co/FdW3X9bguc",0,0,0,0,0,,,
,False,1479129177286656015,everyone,Set your reminder llama fam 💦🦙 https://t.co/v3LJF4BG9t,0,0,0,0,0,,,
[<ReferencedTweet id=1613953526811561984 type=replied_to],False,289643638,everyone,@choquei Wolf? https://t.co/Phfw0MIFg2,0,0,0,0,0,,,
,False,822427104,everyone,"My first pixel art ever, here's Diane Foxington!!! I did not trace it, but I won't say I did it from memory.

#pixelart #TheBadGuys #TheBadGuysfanart https://t.co/tcJPbtdJSq",0,0,0,0,0,,,
,False,2767900565,everyone,"🇬🇧|Nouveauté Maillot des Anglaise domicile 2⃣2⃣/2⃣3⃣  
Au tarif dingue de 1⃣5⃣€
🛒https://t.co/sxdlk6noQg https://t.co/YD0colwr5p",0,0,0,0,0,,,
[<ReferencedTweet id=1613951853762600960 type=quoted],False,4801869444,everyone,"And there's the opening to fire Staley, folks. https://t.co/peShYYNEih",0,0,0,0,0,,,
[<ReferencedTweet id=1613901635163656200 type=quoted],False,90799612,everyone,"Call me by your name
Green book
The lobster https://t.co/nnVSSBUKE5",0,0,0,0,0,,,
[<ReferencedTweet id=1613930531913363459 type=replied_to],False,955050092758749184,everyone,"@EnragedApostate @CigmanF @JasonMefferd @SaturnNavigator @Stephen91750451 @cspanSnark @LuckyCharms1961 @DpDutcher @PaulRev90604674 @Kybelle195739 @cspanwj @RachelSnyderman .
Lincoln gave the south to keep their slaves, 4 months to rejoin the union.
. https://t.co/NwEKVAUljW",0,0,0,0,1,,,
,False,1603752270524555265,everyone,"Do you like my pokemon? 🥺💕 
#上海 #天津 #北京 https://t.co/6q4LsF7fMn",0,0,0,0,0,,,
[<ReferencedTweet id=1612553194889945115 type=replied_to],False,1595443551768150016,everyone,@maddow THIS feels gross and shady ... https://t.co/96YZjnJJxd,0,0,0,0,0,,,
[<ReferencedTweet id=1613889610890838018 type=quoted],False,1561522914993881090,everyone,"I'm not crying, you're crying. 🥹😢😭 @chivon2go @JustmeMandi https://t.co/U6Zmv8py6M",0,0,0,0,0,,,
,False,745993640611188736,everyone,They came home! https://t.co/Z2Rn4r3KyM,0,0,0,0,1,,,
[<ReferencedTweet id=1613881782255902720 type=quoted],False,31766889,everyone,Are they all as rich as @HouseGOP that retirement and private health insurance is not a financial issue for them? I only know a few FL retirees and they are not that rich. https://t.co/eU78bNaKMA,0,0,0,0,0,,,
[<ReferencedTweet id=1613918955990810624 type=quoted],False,1522083468003401728,everyone,So cuteeee https://t.co/m7LtrrUuPg,0,0,0,0,0,,,
[<ReferencedTweet id=1613631737665556480 type=quoted],False,305315675,everyone,What the Black Hell is the Black policeman  doing? https://t.co/mOwMMJ2GAz,0,0,0,0,0,,,
[<ReferencedTweet id=1613068890442956802 type=quoted],False,1610108388209459200,everyone,"💹  GET https://t.co/iDyGJSaoY4  💹

#FTX #FTT #LITHO #Lithosphere  $Lunc #Burn #LUNC #Luna #ustc #Luncburn #binance    #Lunccommunity #tron    #tronnetwork https://t.co/3rRu6KHQB3",0,0,0,0,0,,,
[<ReferencedTweet id=1613953400571580418 type=quoted],False,1546526937887444992,everyone,"🎉Lovely Content🎉
DM your pictures for shout-out on Instagram.
We help you to grow your OnlyFans at instagram over 12millions+ network 📩 must visit
https://t.co/mpv0PreMfC https://t.co/U1f1zwronh",0,0,0,0,0,,,
[<ReferencedTweet id=1613873868623564803 type=quoted],False,1319593139108282369,everyone,Jeezy peeps man https://t.co/25AptrRo7v,0,0,0,0,0,,,
[<ReferencedTweet id=1613810417440022530 type=quoted],False,178240956,everyone,Still do https://t.co/xvNV5i8gFU,0,0,0,0,0,,,
[<ReferencedTweet id=1613905553784291332 type=quoted],False,1039213401753432071,everyone,"Na what’s he doing ffs, save that money for us boss https://t.co/U3bkpUi1v5",0,0,0,0,0,,,
,False,4025078819,everyone,"23/1-oI1100` How do I release you calmly 
#襄阳 #绵阳 #连云港 https://t.co/kTu1VWNz6Z",0,0,0,0,0,,,
,False,1530291484691398660,everyone,"#珠海 #东莞 #大理 https://t.co/h4m6RSQ09R
Court return box answer easy right.
😝🤐😄👋💯",0,0,0,0,0,,,
,True,1235523505568894978,everyone,@IRCTCofficial dynamic charges double the Base fare??? @AshwiniVaishnaw https://t.co/wLEdhiAxZG,0,0,0,0,1,,,
,False,1596332129645957122,everyone,both action blue brain article bottle absolute across  #长沙  #无锡 https://t.co/6TcZFW3gMY,0,0,0,0,0,,,
[<ReferencedTweet id=1613949166895661058 type=quoted],False,381624092,everyone,"Be free, king. https://t.co/9lGsVx8bzz",0,0,0,0,0,,,
[<ReferencedTweet id=1613950803710021646 type=replied_to],False,353498737,everyone,@GooniePiePie @TheJackHawk9000 @fahrensr @CJWilliams_03 @BadgerFootball @CoachFick @CoachPhilLongo @Im_MikeB Practice squad players!? https://t.co/LHtPYkRdu2,0,0,0,0,0,,,
[<ReferencedTweet id=1613935060322754560 type=replied_to],False,1418449728,everyone,@UncleCreepy It kinda felt like that old Daria show. https://t.co/diRJCHSL30,0,0,0,0,0,,,
[<ReferencedTweet id=1613952161637109760 type=quoted],False,1564453772658520065,everyone,We don't celebrate this movie enough!!! https://t.co/Pq1qDBpM0F,0,0,0,0,0,,,
,False,1018626395533029376,everyone,guys my a$$hole is on fire rn 😀😀😀 https://t.co/3D8n7Q5w26,0,0,0,0,0,,,
,False,1604578896615186437,everyone,"Do you like my pokemon? 🥺💕 
#西安资源 #西安 https://t.co/RSCS9lC5ci",0,0,0,0,0,,,
[<ReferencedTweet id=1613615327073472527 type=quoted],False,1605927689919303684,everyone,the amount of aquarius men in nct is sickening https://t.co/35EeLIY1wN,0,0,0,0,0,,,
,False,1603744807888818176,everyone,"Do you like my pokemon? 🥺💕 
#三亚 #三亚资源 https://t.co/Kg0svrCY4h",0,0,0,0,0,,,
,False,1385500289231310858,everyone,Your smiling at me is my daily dose o W o x   #推特账号购买  R I Lf magic    https://t.co/7GJwaS1TpR,0,0,0,0,1,,,
,False,830386142797320192,everyone,Looking for perfect website vistors  on tweets https://t.co/yZZ6vEmqYv https://t.co/hKhGslaTdm,0,0,0,0,0,,,
,False,2975885968,everyone,"Of course that’s your contention, you’re a new VC coming off a two year product stint at a Series C business. You just got done readin’ the blogs, probably Fred and Elad, maybe High Growth Handbook. You’re gonna be convinced of that until next month when.. https://t.co/Ex4eP8LVwR",0,1,0,0,0,,,
[<ReferencedTweet id=1613894407010373633 type=quoted],False,1248186676138127360,everyone,babygirl &lt;3 https://t.co/p0LfrMGl3G,0,0,0,0,0,,,
,False,1512519900383772678,everyone,Premium simplords https://t.co/uj6Stv4HKh,0,0,0,0,0,,,
,False,2956078837,everyone,221 @BellinghamJude  always🔥 https://t.co/iaLV5JNolX,0,0,0,0,3,,,
[<ReferencedTweet id=1613951892303876107 type=replied_to],False,892190521166368770,everyone,"@SunshineShoes5 @Tnroughneck @tedcruz No one has released the contents of Feb found documents. And Trump’s documents weren’t declassified, they weren’t catalogued and they weren’t digitized. He took 40 boxes of top-secret and classified documents. You don’t care about that? https://t.co/MtM5SdcAhM",0,0,0,0,0,,,
[<ReferencedTweet id=1613631504504049664 type=quoted],False,1588665369849364481,everyone,Zayn I’m voting for #HarryStyles for #FaveResidency at the #iHeartAwards. https://t.co/c6pzi3kU4M,0,0,0,0,0,,,
,False,1050041432596250624,everyone,NOT ONE MISS https://t.co/pButdpBXgN,0,0,0,0,0,,,
[<ReferencedTweet id=1613943971880865805 type=quoted],False,3270802080,everyone,"@UNWTO Posted... 
https://t.co/ohr8igb17F",0,0,0,0,0,,,
[<ReferencedTweet id=1613594571149283328 type=quoted],True,1334832769478717442,everyone,India 🇮🇳 should prevent Myanmar-junta fighter jets from accessing Indian airspace &amp; take measures to protect ethnic-Chin and Indian civilians from #WarCrimesOfJunta . #WhatsHappeningInMyanmar #LegalizationOfNUG #2023Jan13Coup https://t.co/hoReQzPRTk,0,0,0,0,0,,,
,False,1524894399032971271,everyone,"#无锡 #苏州 #福州  https://t.co/fh0kwUOhDD
Good move member energy other.
👋😅💌😋👌",0,0,0,0,0,,,
[<ReferencedTweet id=1613926227772850176 type=quoted],False,1389259546644844555,everyone,don't miss it bro @huykoi92tb @zombichops @unicredofficial @rolur45 @bog_dan @trungc99731755 @mohammedfaadh @vuducanh1810 @SheeeeeshNft @DaoTrinh11 @Wayne111220 @RemyMeyer4 @specialedge_eth @gianni_ivi @Roxy_lx @0xado @sailobots https://t.co/ndy8L7oJjm,0,0,0,0,0,,,
,False,1494922867225821188,everyone,"🔥✅ Blackpink in Hong Kong Day 1 concert🔥❤️❤️✅

✅Link▶️https://t.co/LSvZ0anoS2

#blackpink #bornpink #블랙핑크
#BORNPINKinHongKong
#Blackpinkinhongkong
#BORNPINKinHongkong_Day1 
#BORNPINKinHK_Day1 https://t.co/DDrV2FOSZd",0,0,0,0,0,,,
,False,1578673904490582016,everyone,"2043. Downtown Disney District. Tour reviews: Our child especially liked the huge LEGO store, which had a shaded outdoor build area. X7VWRRP

https://t.co/DHS7QfGWzW https://t.co/pz0o3KiUxb",0,0,0,0,0,,,
,False,1595116767097286662,everyone,"dow of her h8  Finally , Last year’s Spring,A0.0  https://t.co/mmSogt4zgd",0,0,0,0,0,,,
,False,20893468,everyone,my office this week https://t.co/RBSM54zqOo,0,0,0,0,0,,,
[<ReferencedTweet id=1613869883535814656 type=replied_to],False,3401227899,everyone,@mdonaghue75 @LucyWoodslucy70 @Heraldofcreatio Look at your profile and think what you just tweeted! https://t.co/SHoKzsdAEV,0,0,0,0,0,,,
,False,1377356441938460688,everyone,#vpiaxanthic enchi mojave female looking awesome! 👌 https://t.co/gExLNOm0zc,0,0,0,0,0,,,
,False,1603746666829733889,everyone,"Do you like my pokemon? 🥺💕 
#北京 #天津 #上海 https://t.co/77rssnBC8d",0,0,0,0,0,,,
,False,1602229516021116928,everyone,"a torch, and thello li1  　Dear Jhon  8.8Z31AZ1  #泉州 #石家庄 #长春  https://t.co/eQrEbodakR",0,0,0,0,0,,,
[<ReferencedTweet id=1613905510633451521 type=quoted],False,1612583280347324418,everyone,this just made me burst out crying on the train 🥺 https://t.co/lRfRrP0L11,0,0,0,0,0,,,
,True,2312053400,everyone,"Best way to GET RID OF the #stress 🟰 ORGASM🔝🔝🔝Try it with ME!!!😈😈😈
CUM NOW ➡️ https://t.co/awQsJi4W2S https://t.co/wdjtKWZYox",0,0,0,0,0,,,
,False,1539958008712765440,everyone,"Do you like my pokemon? 🥺💕🥺💕🥺💕🥺💕🥺💕 
#成都 #成都丝足 #成都spa https://t.co/wzmG0hpsAf",0,0,0,0,0,,,
[<ReferencedTweet id=1613953250453065742 type=replied_to],False,1095683730465873920,everyone,These are the results from race 1 for can cross-referencing the lap times from each driver to the starting grid https://t.co/AEiW7a9rz3,0,0,0,0,5,,,
,False,1496980577848860673,everyone,"Not to flex, but @bonnie_vergoth is following me 😎 https://t.co/5tlDKHIgmH",0,0,0,0,0,,,
,False,1541487827967516672,everyone,"Do you like my pokemon? 🥺💕 
#沈阳 #沈阳资源 https://t.co/Tl8TeNJXJq",0,0,0,0,0,,,
,False,1600370816687947777,everyone,Aubrey Goldsmith Ives Barrie Otto Montgomery 🃏 🧞 #南京 https://t.co/4I12Hdi5uV,0,0,0,0,0,,,
[<ReferencedTweet id=1613922569005981696 type=replied_to],False,990192079966961665,everyone,@FitzyLeakz Fav spot https://t.co/mdAk45UiiJ,0,0,0,0,0,,,
[<ReferencedTweet id=1613693321980919812 type=quoted],False,1571137304672047106,everyone,"@EnstarsGoods #EnstarsMarket 

Only Tori is left! https://t.co/Sa6zNPDOii",0,0,0,0,0,,,
[<ReferencedTweet id=1613924765466591234 type=quoted],False,1466023122797268995,everyone,sunak is only 42… aging like milk😭😭 https://t.co/VUxjJQtGnz,0,0,0,0,0,,,
[<ReferencedTweet id=1613715494279778305 type=quoted],False,3159058602,everyone,Literally had one of my BEST friends do this to me. Now I’m blocked 🫠 https://t.co/KtQgjZmgxv,0,0,0,0,9,,,
[<ReferencedTweet id=1613547136775340033 type=quoted],False,575813147,everyone,Is this an unpopular opinion I thought this was an agreed upon fact already lol https://t.co/nqCQAZCVNI,0,0,0,0,0,,,
,False,1256729679995768833,everyone,"IM BACK AND LIVE RN‼️‼️ come through and show love 🫶🏾 

https://t.co/mhysvdzjUl https://t.co/h0qgyFhNEG",0,0,0,0,0,,,
[<ReferencedTweet id=1613650886059859996 type=quoted],False,348912985,everyone,"The great Bobby Wilson on the podcast. Don’t miss it. 
Also, the boys wanna hear your Bryan Reynolds offers. https://t.co/pIHCZOMiKB",0,0,0,0,0,,,
[<ReferencedTweet id=1613953373270675460 type=replied_to],False,268532963,everyone,Like Lainey Wilson? Lol I don’t currently have any bell bottoms lol I have leggings but I can’t post it bc it’ll end up on Instagram or tiktok or Snapchat with someone else’s username 🤣 https://t.co/1fDYI7GQaK,0,0,0,0,0,,,
,False,2924104578,everyone,R💕💕egan Bruce  #上海  #上海资源  #上海同城  https://t.co/1CcPBP07jQ,0,0,0,0,0,,,
,False,1594298120246284288,everyone,"💋💋You are a hot heart,but also silent.💋💋 
#成都 #成都资源 https://t.co/aHVXpRHFWu",0,0,0,0,0,,,
[<ReferencedTweet id=1613602390887759881 type=quoted],False,1230951896598351872,everyone,The cheek of these scroungers. https://t.co/pqII5w6lDZ https://t.co/tAhD1K35ae,0,0,0,0,0,,,
[<ReferencedTweet id=1613883848391000064 type=quoted],False,200217050,everyone,🤣🤣 They're preparing us for stage 100 https://t.co/AeOJqCTpSA,0,0,0,0,0,,,
,False,836783498,everyone,"Had a great time kicking off Dream Week 2023 this morning at The Briscoe!

This year's theme is identity and representation - a community embracing the facets of its diversity. 

There's more than 200 events planned that run through Jan. 29. 

#dreamweek #sanantoniotx https://t.co/OGhiSJsZaf",0,0,0,0,1,,,
[<ReferencedTweet id=1613458833556250625 type=quoted],False,1501490659240251394,everyone,WHATTTT https://t.co/8By1K7mZSV,0,0,0,0,0,,,
,False,1613660967442718723,everyone,kiri being unable to connect to the spirit tree KIRI BEING UNABLE TO CONNECT TO THE SPIRIT TREE https://t.co/cAUruagANq,0,0,0,0,0,,,
[<ReferencedTweet id=1613953222154289153 type=replied_to],False,1148102300080099329,everyone,old twitter crop is back and it's a curse this is horrendous my god 😭,0,0,0,0,0,,,
[<ReferencedTweet id=1613952076995858440 type=replied_to],False,1095264284953714688,everyone,@CryptoEmdarks @Pussdao #PUSSTOKEN Buy now ...it will kill all zeros ...as well as market cap increases it will go faster within 2 months ..... https://t.co/nLEYteYkB0,0,0,0,0,0,,,
,False,2692426170,everyone,"Hon. Samuel Abu Jinapor has been appointed as caretaker for the Ministry of Trade and Industry.

#KessbenTV https://t.co/ygjmLIGv3x",0,0,0,0,0,,,
,False,1600610913094082561,everyone,Lee Carrie Barlow Stevenson Gemma Wyat(t) Clark Hutt #北京 https://t.co/lJgKVrVluK,0,0,0,0,0,,,
[<ReferencedTweet id=1613728840811151360 type=quoted],False,1582129731843014669,everyone,what….1st in line for president. Bless Joe https://t.co/dmsXmoFNGH,0,0,0,0,0,,,
[<ReferencedTweet id=1357762100253388801 type=quoted],False,1175202913326645248,everyone,i miss em still https://t.co/Gm48eACsZD,0,0,0,0,0,,,
[<ReferencedTweet id=1613864811544068096 type=quoted],False,1138993144362483712,everyone,Not a bad tweet idea for many https://t.co/up3qlgW7sq,0,0,0,0,0,,,
,False,970580808724549632,everyone,"5,&gt;4`  I am so sorry about this.      #三亚  #合肥  #青岛           https://t.co/MJpKn6E7VA",0,0,0,0,0,,,
[<ReferencedTweet id=1613951804064268289 type=quoted],False,4859746812,everyone,How I’m tryna carry myself in 40 years https://t.co/WQiNzIrtik,0,0,0,0,0,,,
,False,1605894579819249664,everyone,"Do you like my pokemon? 🥺💕 
#深圳 #深圳资源 #深圳同城 https://t.co/hWf1T9xdvX",0,0,0,0,0,,,
,False,1336588312761470976,everyone,re  t x #推特刷粉丝 #推特粉丝 #推特刷粉  IE R I Lnot loved with all his/her being    https://t.co/nzcCCdYhYN,0,0,0,0,0,,,
[<ReferencedTweet id=1613953512530116609 type=quoted],False,1595313105612918784,everyone,Promote it on @nftmarkettplace https://t.co/MaZlw7ndfU,0,0,0,0,0,,,
,False,4435019892,everyone,Not good if your term ass delusional corrupt president is up and you tell the American people that you mind melt with hundreds of classified documents after the fact after they had to drag you out of-👎☕️☕️👀🧢 https://t.co/loOCyzh9UL,0,1,0,0,0,,,
,False,218201090,everyone,Excited to see our @TEDx event happening @Spartans_MVHS! #SpartyUp https://t.co/bdvoaavnp9,0,0,0,0,0,,,
,False,1427589940427337731,everyone,Dubai the only place where the sky is not the limit Burj khalifa cover the clouds ☁️🌨️  🇦🇪😍 https://t.co/zgFimr5xrI,0,0,0,0,0,,,
,False,4451923877,everyone,"Atwood Jack Eileen Bob  https://t.co/xKtw27JsfP 
#11选5 #幸运象财神",0,0,0,0,0,,,
,False,1508102706594000901,everyone,"APC has failed woefully, A vote for APC is a vote for Failure, Incompetence, Bokoharam, Hunger, More poverty, Insecurity, More agitations, Conflict, Stealing
Economic melt down
Out of school children
Say no to APC
Say no to broom of Afflictions
Renewed lies 2023.. Vote LP https://t.co/c5QnOVt4py",0,0,0,0,0,,,
,False,1589183380008099840,everyone,"#女王 #原味 #男M #女s #恋足  
Number foot politics build see. https://t.co/4S7vjMlyPA",0,0,0,0,0,,,
,False,713126250,everyone,Proost https://t.co/aGCqT4GyPy,0,0,0,0,2,,,
[<ReferencedTweet id=1613935599894904833 type=replied_to],False,1172215199186726913,everyone,@bright_tod1 Not yet bro https://t.co/VpL7qY0gB7,0,0,0,0,0,,,
,False,1595552228714192898,everyone,Welcome on board brother 👽🛸💀#Solana #SolanaNFT #SolanaNFTs $sol @creature_chron https://t.co/PwkwWQNAL5,0,0,0,0,0,,,
,False,72031783,everyone,"Women's Basketball Travels to Fairmont For Key Conference Matchup Saturday

📰 Preview: https://t.co/kgz37yg8xC

#GoWLU | @WLU_Hoops https://t.co/Vih0oNfaS5",0,0,0,0,0,,,
,False,3033353827,everyone,"1. Hilarious that these are 4 exercises that ONLY WOMEN should avoid trying to lose weight. 
2. Had no idea that there were lifts/exercises specifically for weight loss and ones that aren’t.
3. The website being called Eat This, Not That is a perfect example of diet culture today https://t.co/dN1ToRYeV5",0,0,0,0,0,,,
,False,914469814638223360,everyone,A good face is a letter  y o x  #推特账号   #推特账号购买  R I Lof recommendation    https://t.co/SHcngzyA3n,0,0,0,0,1,,,
[<ReferencedTweet id=1613939069633069057 type=quoted],False,324474746,everyone,Whew 🤤😮‍💨❤️ https://t.co/O5nEPFe8Sm,0,0,0,0,0,,,
[<ReferencedTweet id=1613946812968177705 type=replied_to],False,1150287344131432448,everyone,@ormanclark Not waste time on twitter,0,0,0,0,0,,,
,False,1399402556112072705,everyone,"In my feels rn,,,see you soonest my love!!!! @B_hundred_Hyun 🤍 i love you https://t.co/BmCpcJXbpD",0,0,0,0,0,,,
,False,1394801415592325123,everyone,Does size really matter..? 👀🤷🏼‍♀️ #VibeFtJimin #onlyfansgirl #fansly #subscribe https://t.co/SiLXT00Rsh,0,0,0,0,0,4ec01c9dbc693497,,
